Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:18:27,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8576861696.0,0.0,0.0,0.0,150.429,0.0,0.5,6457.667,0.0
07:28:27,13597707.545,8568.857,25406439.412,39590056877.1,98781995963.75,287783268740.546,9355601100.5,443724001586.75,1426467742.4,6699621451.0,8203820189.0,62227448758.75,1371108409.0,8705732096.0,50678.348,0.0,1672106.333,341345.0,0.0,13.0,9097.333,18680708.619
07:38:27,15974427.636,17139.286,44983755.176,63196487139.2,157631336619.0,590117979519.909,15868180823.25,877188392037.0,2646479007.4,15206917078.5,13188794731.75,105869199224.75,1398222144.0,8706877952.0,92890.478,21.117,3549855.0,483209.0,0.0,13.0,9067.333,22993851.714
07:48:27,16092140.364,25710.429,64444534.706,85097132518.5,212217871812.75,901783475838.818,21722532895.25,1309612616598.5,3832738456.4,18691612662.333,17806357004.75,146504908682.5,1425598492.667,8707240192.0,133318.652,21.117,5237255.0,510109.857,0.0,13.0,9099.0,24663755.762
07:58:27,16180059.727,34281.714,83899460.471,106991482513.6,266788036511.25,1213728105426.636,27556079150.25,1740670220765.25,5006082447.2,22218638834.333,22389663287.5,186891719425.25,1452957954.333,8708708352.0,180175.609,21.117,6945138.0,535815.857,0.0,13.0,9087.667,26356115.429
08:08:27,16274311.182,42852.857,103633361.941,129018503184.9,321687847155.75,1525604899813.818,33429618158.0,2170835767374.0,6181549385.6,25712157078.0,26996083324.75,227466099340.5,4168883134.667,8709802240.0,221576.826,21.117,8651597.0,560380.571,0.0,13.0,9087.667,28001768.524
08:18:27,16431130.455,51424.0,123312486.941,151014852207.1,376511491665.25,1838118976978.636,39214536240.25,2599324166644.75,7315978113.4,29226467185.833,31493185984.0,267257909491.75,4196239607.333,8711003392.0,262144.957,21.117,10387597.333,585903.857,0.0,13.0,9151.0,29689882.619
08:28:27,16539913.727,59995.143,142731803.412,173371783765.0,432238711004.75,2149635930265.636,45292303987.5,3026729300507.25,8497367912.0,32751102365.667,36146643481.0,308393395084.75,4223615683.0,8712506880.0,300067.435,21.117,12150268.667,613658.714,0.0,13.0,9199.0,31320157.714
08:38:27,17428092.091,68566.286,162152217.294,195784850620.9,488106342964.0,2460999586779.182,51406759991.5,3456643503292.75,9698304864.2,36263080419.833,40843199718.75,349899446582.75,4250990812.667,8713387008.0,334203.696,21.117,13914102.667,641394.857,0.0,13.0,9231.0,33732373.238
08:48:28,17653828.182,77137.571,181387202.765,217958650384.2,543377297308.25,2771952834123.727,57556150317.75,3886534914799.5,10891889310.2,39777687138.0,45529968240.0,391364289144.0,5622635933.667,8715094016.0,380977.261,21.117,15665309.333,670176.429,0.0,13.0,9167.0,35489614.381
08:58:28,17818852.636,85708.857,200707048.941,240479479704.9,599515190213.25,3082353276901.818,63889826071.5,4313803493900.5,12073745559.6,43296573663.333,50266739132.75,433494109561.25,5650033494.333,8716243200.0,428994.435,21.117,17439387.0,697539.0,0.0,13.0,9135.0,37202218.048
