Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:19,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573139712.0,0.0,0.0,0.0,1118483.8,139.571,0.0,0.5,6024.0,0.0
07:14:19,1262846.727,8673.143,326824.353,559957.7,1393335.0,63020368.364,5626368.75,182792962719.25,13167798.8,254647576533.167,6942049.0,71005047.5,6723001.333,8574106880.0,38489.652,0.0,15357.667,1118483.8,28093.714,0.0,0.5,6505.0,1307281.524
07:24:19,1564151.0,17245.857,628331.882,1076212.1,2678283.5,113752572.909,11329606.25,363488719661.75,26137726.2,506563881169.167,13407357.75,143329815.5,13380608.333,8574570496.0,79375.652,0.0,28728.667,1118483.8,54569.857,0.0,0.5,6507.333,1633507.048
07:34:19,2076971.909,25816.286,943637.118,1616260.1,4022264.75,162183819.909,17201004.75,544783680137.25,27118867.8,758641856797.333,20217014.5,216258788.75,20025756.333,8575046400.0,135380.348,9.850203146155585e+17,42965.0,1118483.8,81751.0,0.0,0.5,6593.333,2262088.762
07:44:19,2170095.636,34386.286,1242645.471,2128186.5,5296496.25,208947077.364,22685907.5,725844384157.5,27494023.8,1010655320829.333,26115967.0,285070192.75,26678709.0,8575335680.0,178666.261,9.850203146155585e+17,56767.0,1118483.8,107713.429,0.0,0.5,6609.333,2371593.143
07:54:19,2265824.091,42956.286,1541209.235,2639367.7,6568842.75,251820645.091,28257545.0,905743549250.75,27875485.0,1262775004931.5,32088538.5,354889756.5,33334155.667,8575367936.0,223337.609,9.850203146155585e+17,70336.0,1118483.8,133896.571,0.0,0.5,6557.0,2489871.333
08:04:19,2345914.545,51526.571,1836186.235,3144336.5,7825785.75,300210689.818,34173205.5,1086365906308.0,28289823.4,1514938418303.833,38772517.0,430402524.25,39977328.667,8575025664.0,266396.565,1.0745676159442458e+18,83875.667,1118483.8,160391.143,0.0,0.5,6642.333,2616467.333
08:14:19,2436058.182,60096.857,2132722.647,3651984.1,9089433.5,345547448.273,39886739.25,1266864350548.75,28694831.8,1767175160013.667,45166125.75,503316337.25,46633083.667,8575185408.0,319512.043,1.0745676159442458e+18,98874.0,1118483.8,186911.857,0.0,0.5,6594.667,2736824.143
08:24:19,2583924.273,68666.714,2458940.412,4210876.5,10480180.0,386334893.182,45659296.5,1447622775479.25,29070157.6,2019574212967.667,51293134.5,576079809.5,1397562251.333,8575341568.0,370511.609,1.0745676159442458e+18,112587.0,1118483.8,214111.0,0.0,0.5,6574.333,2903863.619
08:34:19,2827499.909,77235.714,2753531.765,4715176.9,11735480.5,551908959.545,52139964.0,1627965995745.25,29514021.6,2271830508247.666,58168435.75,649950827.75,1404208403.0,8575428608.0,422227.783,3.581892053147494e+17,137661.0,1118483.8,241429.143,0.0,0.5,6586.333,3169143.524
08:44:19,2913174.273,85804.0,3048318.588,5219828.1,12991627.5,708885904.727,57627689.5,1808135064261.0,29893842.8,2524154948707.0,64454219.5,714396852.75,1410857229.667,8575581952.0,459042.087,3.581892053147494e+17,151487.0,1118483.8,267226.143,0.0,0.5,6618.333,3279949.81
08:54:19,2995124.636,94373.571,3344559.824,5726973.9,14253975.0,768803118.909,63534189.75,1988794271294.75,35392013.6,2776194815684.834,71049240.5,788552394.0,1417507304.0,8575517184.0,497187.261,3.581892053147494e+17,164909.333,1118483.8,293455.143,0.0,0.5,6593.667,3414232.571
09:04:20,3161623.182,102943.429,3647968.529,6246427.1,15546915.0,822823087.909,69886062.0,2170034565772.0,48456174.2,3028227067855.0,78514099.0,865254873.5,1424161854.667,8575743488.0,547814.826,9.850203146155585e+17,182502.0,1118483.8,320156.143,0.0,0.5,6613.0,3606483.476
