Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
11:36:50,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8583584512.0,0.0,0.0,0.0,1125534.667,1024.429,0.0,0.5,7768.667,0.0
11:46:50,3744089.364,8570.571,0.0,1340492126.7,3318927071.25,269391020448.818,82453483243.75,424591701403.5,17414936727.6,86966248265.167,51237360076.75,279628726490.5,1375527712.0,8669050368.0,792990.696,0.0,1595386.333,1125534.667,87672.429,0.0,65984514.5,10294.667,7287223.429
11:56:50,4081148.0,17141.857,0.0,2707689721.9,6703703961.0,541071680018.818,166771779580.5,850191153062.5,35312272331.8,174869278422.5,103803906956.5,565860203231.25,2751301281.0,8664891904.0,845331.217,0.0,3078306.333,1125534.667,134495.0,0.0,65984514.5,10382.333,10777698.381
12:06:50,4233888.909,25713.286,0.0,4079025598.5,10098784256.75,812533453738.727,251271543692.25,1276488797471.0,53263356222.2,262680738644.0,156522933660.0,853263627182.0,2782799319.333,8670642432.0,891515.217,0.0,4602307.333,1125534.667,180670.143,0.0,65984514.5,10414.667,14152439.429
12:16:50,4485684.364,34284.286,0.0,5452570884.4,13499430827.0,1083996261565.909,335919022321.5,1703474092376.75,71230498462.2,350747712839.5,209256837377.25,1140677878593.0,4158577445.667,8664481536.0,945054.739,0.0,6131789.333,1125534.667,226127.429,0.0,65984514.5,10355.0,17630641.238
12:26:50,4636548.545,42855.571,0.0,6821748569.3,16889173814.5,1355518763627.0,420331393921.0,2130049746828.75,89162421964.6,438728505388.833,261905745196.75,1427689169052.0,4190094423.667,8671501056.0,982731.217,0.0,7667615.333,1125534.667,292011.857,0.0,65984514.5,10410.0,21017453.333
12:36:50,4787047.545,51427.0,0.0,8199146015.3,20299306533.25,1626970965480.182,504844947391.5,2556707553856.25,107137601502.2,526553001336.0,314697166574.25,1715077406973.75,4221601216.0,8666249984.0,1021753.652,0.0,9107214.667,1125534.667,389402.571,0.0,65984514.5,10442.333,24200927.571
12:46:50,4921155.455,59998.143,0.0,9572898397.3,23700562332.25,1898263804476.727,589299045793.75,2982792304269.75,125073561605.8,614431600571.333,367280667369.75,2002022603957.0,4253118645.0,8666253568.0,1065163.522,0.0,10655438.333,1125534.667,488652.714,0.0,65984514.5,10442.333,27588306.524
12:56:50,5050804.182,68569.429,0.0,10939863657.8,27085055724.25,2169707014190.546,673709206599.5,3408008272162.5,142940932451.2,702466753836.667,419644147897.25,2288011162645.75,5628888192.333,8667170048.0,1106462.826,0.0,12265960.667,1125534.667,587841.714,0.0,65984514.5,10451.0,31145144.048
13:06:50,5165172.909,77140.714,0.0,12311208800.7,30480244278.75,2441133758747.727,758087030563.5,3833568093107.75,160857803290.4,790445551543.667,472236792488.0,2574904174665.75,5660401617.333,8673638912.0,1157931.0,0.0,13786158.333,1125534.667,686597.0,0.0,65984514.5,10451.0,34480599.19
13:16:50,5283267.636,85712.0,0.0,13682019837.1,33874135754.0,2712448019578.454,842527948259.5,4259224769458.75,178795300002.0,878327064358.0,524862304929.25,2862017605830.5,5691933688.667,8673814528.0,1197192.391,0.0,15363435.667,1125534.667,785921.429,0.0,65984514.5,10483.0,37962510.333
13:26:50,5408066.364,94283.143,0.0,15052489216.7,37267242149.25,2983609817379.273,926965103813.0,4684828779501.75,196755420006.4,966075077204.5,577455089867.5,3149322453110.75,5723470425.667,8667243008.0,1242943.957,0.0,16987502.0,1125534.667,887122.143,0.0,65984514.5,10499.0,41537534.048
