Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),intel_hsw_cbo,intel_hsw_hau,intel_hsw_imc,intel_hsw_pcu,intel_hsw_qpi,intel_hsw_r2pci,intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
06:52:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9490816768.0,0.0,0.0,0.0,839.0,0.0,0.0,40516.0,0.0
07:02:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9490816768.0,0.0,0.0,0.0,839.0,0.0,0.0,40516.0,0.0
07:12:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9490816768.0,0.0,0.0,0.0,839.0,0.0,0.0,40516.0,0.0
07:22:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9490816768.0,0.0,0.0,0.0,839.0,0.0,0.0,40516.0,0.0
07:32:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9490816768.0,0.0,0.0,0.0,839.0,0.0,0.0,40516.0,0.0
07:42:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9490816768.0,0.0,0.0,0.0,839.0,0.0,0.0,40516.0,0.0
07:52:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9490816768.0,0.0,0.0,0.0,839.0,0.0,0.0,40516.0,0.0
06:52:38,141732.5,8570.25,590.0,769147.0,1917740.0,74335204066.45833,31839026043.458332,181634795285.75,831364085.125,0.0,1769252109.5,105555939579.0,683430139.5,9494132224.0,82182.6,12698.0,18966.0,33479.0,0.0,0.0,40582.0,181462.0
07:02:39,141732.5,8570.25,590.0,769147.0,1917740.0,74335204066.45833,31839026043.458332,181634795285.75,831364085.125,0.0,1769252109.5,105555939579.0,683430139.5,9494132224.0,82182.6,12698.0,18966.0,33479.0,0.0,0.0,40582.0,181462.0
07:12:39,141732.5,8570.25,590.0,769147.0,1917740.0,74335204066.45833,31839026043.458332,181634795285.75,831364085.125,0.0,1769252109.5,105555939579.0,683430139.5,9494132224.0,82182.6,12698.0,18966.0,33479.0,0.0,0.0,40582.0,181462.0
07:22:39,141732.5,8570.25,590.0,769147.0,1917740.0,74335204066.45833,31839026043.458332,181634795285.75,831364085.125,0.0,1769252109.5,105555939579.0,683430139.5,9494132224.0,82182.6,12698.0,18966.0,33479.0,0.0,0.0,40582.0,181462.0
07:32:39,141732.5,8570.25,590.0,769147.0,1917740.0,74335204066.45833,31839026043.458332,181634795285.75,831364085.125,0.0,1769252109.5,105555939579.0,683430139.5,9494132224.0,82182.6,12698.0,18966.0,33479.0,0.0,0.0,40582.0,181462.0
07:42:39,141732.5,8570.25,590.0,769147.0,1917740.0,74335204066.45833,31839026043.458332,181634795285.75,831364085.125,0.0,1769252109.5,105555939579.0,683430139.5,9494132224.0,82182.6,12698.0,18966.0,33479.0,0.0,0.0,40582.0,181462.0
07:52:39,141732.5,8570.25,590.0,769147.0,1917740.0,74335204066.45833,31839026043.458332,181634795285.75,831364085.125,0.0,1769252109.5,105555939579.0,683430139.5,9494132224.0,82182.6,12698.0,18966.0,33479.0,0.0,0.0,40582.0,181462.0
06:52:38,281596.75,17139.791666666668,1156.0,1512357.0,3770751.0,148667015578.83334,63660066397.5,363284711292.0,1669823789.5,0.0,3552524492.25,211109861389.5,694727027.0,9494338432.0,154046.0,12698.0,35270.5,65492.0,0.0,0.0,40598.0,346175.0
07:02:39,281596.75,17139.791666666668,1156.0,1512357.0,3770751.0,148667015578.83334,63660066397.5,363284711292.0,1669823789.5,0.0,3552524492.25,211109861389.5,694727027.0,9494338432.0,154046.0,12698.0,35270.5,65492.0,0.0,0.0,40598.0,346175.0
07:12:39,281596.75,17139.791666666668,1156.0,1512357.0,3770751.0,148667015578.83334,63660066397.5,363284711292.0,1669823789.5,0.0,3552524492.25,211109861389.5,694727027.0,9494338432.0,154046.0,12698.0,35270.5,65492.0,0.0,0.0,40598.0,346175.0
07:22:39,281596.75,17139.791666666668,1156.0,1512357.0,3770751.0,148667015578.83334,63660066397.5,363284711292.0,1669823789.5,0.0,3552524492.25,211109861389.5,694727027.0,9494338432.0,154046.0,12698.0,35270.5,65492.0,0.0,0.0,40598.0,346175.0
07:32:39,281596.75,17139.791666666668,1156.0,1512357.0,3770751.0,148667015578.83334,63660066397.5,363284711292.0,1669823789.5,0.0,3552524492.25,211109861389.5,694727027.0,9494338432.0,154046.0,12698.0,35270.5,65492.0,0.0,0.0,40598.0,346175.0
07:42:39,281596.75,17139.791666666668,1156.0,1512357.0,3770751.0,148667015578.83334,63660066397.5,363284711292.0,1669823789.5,0.0,3552524492.25,211109861389.5,694727027.0,9494338432.0,154046.0,12698.0,35270.5,65492.0,0.0,0.0,40598.0,346175.0
07:52:39,281596.75,17139.791666666668,1156.0,1512357.0,3770751.0,148667015578.83334,63660066397.5,363284711292.0,1669823789.5,0.0,3552524492.25,211109861389.5,694727027.0,9494338432.0,154046.0,12698.0,35270.5,65492.0,0.0,0.0,40598.0,346175.0
06:52:38,371738.5,25710.083333333332,1740.0,2263329.0,5643001.0,222989033603.91666,95606253555.04167,544925739917.75,2504094198.625,0.0,5326359499.75,316910963320.5,706021544.5,9494489472.0,227933.0,12698.0,50857.5,97069.0,0.0,0.0,40598.0,457765.0
07:02:39,371738.5,25710.083333333332,1740.0,2263329.0,5643001.0,222989033603.91666,95606253555.04167,544925739917.75,2504094198.625,0.0,5326359499.75,316910963320.5,706021544.5,9494489472.0,227933.0,12698.0,50857.5,97069.0,0.0,0.0,40598.0,457765.0
07:12:39,371738.5,25710.083333333332,1740.0,2263329.0,5643001.0,222989033603.91666,95606253555.04167,544925739917.75,2504094198.625,0.0,5326359499.75,316910963320.5,706021544.5,9494489472.0,227933.0,12698.0,50857.5,97069.0,0.0,0.0,40598.0,457765.0
07:22:39,371738.5,25710.083333333332,1740.0,2263329.0,5643001.0,222989033603.91666,95606253555.04167,544925739917.75,2504094198.625,0.0,5326359499.75,316910963320.5,706021544.5,9494489472.0,227933.0,12698.0,50857.5,97069.0,0.0,0.0,40598.0,457765.0
07:32:39,371738.5,25710.083333333332,1740.0,2263329.0,5643001.0,222989033603.91666,95606253555.04167,544925739917.75,2504094198.625,0.0,5326359499.75,316910963320.5,706021544.5,9494489472.0,227933.0,12698.0,50857.5,97069.0,0.0,0.0,40598.0,457765.0
07:42:39,371738.5,25710.083333333332,1740.0,2263329.0,5643001.0,222989033603.91666,95606253555.04167,544925739917.75,2504094198.625,0.0,5326359499.75,316910963320.5,706021544.5,9494489472.0,227933.0,12698.0,50857.5,97069.0,0.0,0.0,40598.0,457765.0
07:52:39,371738.5,25710.083333333332,1740.0,2263329.0,5643001.0,222989033603.91666,95606253555.04167,544925739917.75,2504094198.625,0.0,5326359499.75,316910963320.5,706021544.5,9494489472.0,227933.0,12698.0,50857.5,97069.0,0.0,0.0,40598.0,457765.0
06:52:38,498382.5,34279.541666666664,2301.0,3010054.0,7504887.0,297386163015.4167,127531148380.5,726561126732.75,3334506962.25,0.0,7091934832.0,422554492587.0,717312846.5,9494660736.0,301536.4,12915.666666666666,73688.0,129905.0,0.0,0.0,40614.0,614586.0
07:02:39,498382.5,34279.541666666664,2301.0,3010054.0,7504887.0,297386163015.4167,127531148380.5,726561126732.75,3334506962.25,0.0,7091934832.0,422554492587.0,717312846.5,9494660736.0,301536.4,12915.666666666666,73688.0,129905.0,0.0,0.0,40614.0,614586.0
07:12:39,498382.5,34279.541666666664,2301.0,3010054.0,7504887.0,297386163015.4167,127531148380.5,726561126732.75,3334506962.25,0.0,7091934832.0,422554492587.0,717312846.5,9494660736.0,301536.4,12915.666666666666,73688.0,129905.0,0.0,0.0,40614.0,614586.0
07:22:39,498382.5,34279.541666666664,2301.0,3010054.0,7504887.0,297386163015.4167,127531148380.5,726561126732.75,3334506962.25,0.0,7091934832.0,422554492587.0,717312846.5,9494660736.0,301536.4,12915.666666666666,73688.0,129905.0,0.0,0.0,40614.0,614586.0
