Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),intel_hsw_cbo,intel_hsw_hau,intel_hsw_imc,intel_hsw_pcu,intel_hsw_qpi,intel_hsw_r2pci,intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
13:14:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8593818624.0,0.0,0.0,0.0,944335.375,794.0,0.0,0.0,6600.0,0.0
13:24:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8593818624.0,0.0,0.0,0.0,944335.375,794.0,0.0,0.0,6600.0,0.0
13:34:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8593818624.0,0.0,0.0,0.0,944335.375,794.0,0.0,0.0,6600.0,0.0
13:44:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8593818624.0,0.0,0.0,0.0,944335.375,794.0,0.0,0.0,6600.0,0.0
13:54:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8593818624.0,0.0,0.0,0.0,944335.375,794.0,0.0,0.0,6600.0,0.0
14:04:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8593818624.0,0.0,0.0,0.0,944335.375,794.0,0.0,0.0,6600.0,0.0
14:14:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8593818624.0,0.0,0.0,0.0,944335.375,794.0,0.0,0.0,6600.0,0.0
14:24:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8593818624.0,0.0,0.0,0.0,944335.375,794.0,0.0,0.0,6600.0,0.0
13:14:33,3203818.75,8566.25,0.0,123941018.0,309475826.0,183932085839.58334,98263441720.33333,470306784229.0,11164757998.75,16272967052.0,79287386895.0,350531242883.0,703297359.0,12045359488.0,8917364.0,110758.5,2356240.5,944335.375,730155.0,0.0,65751042.0,9386.0,4752642.0
13:24:33,3203818.75,8566.25,0.0,123941018.0,309475826.0,183932085839.58334,98263441720.33333,470306784229.0,11164757998.75,16272967052.0,79287386895.0,350531242883.0,703297359.0,12045359488.0,8917364.0,110758.5,2356240.5,944335.375,730155.0,0.0,65751042.0,9386.0,4752642.0
13:34:33,3203818.75,8566.25,0.0,123941018.0,309475826.0,183932085839.58334,98263441720.33333,470306784229.0,11164757998.75,16272967052.0,79287386895.0,350531242883.0,703297359.0,12045359488.0,8917364.0,110758.5,2356240.5,944335.375,730155.0,0.0,65751042.0,9386.0,4752642.0
13:44:33,3203818.75,8566.25,0.0,123941018.0,309475826.0,183932085839.58334,98263441720.33333,470306784229.0,11164757998.75,16272967052.0,79287386895.0,350531242883.0,703297359.0,12045359488.0,8917364.0,110758.5,2356240.5,944335.375,730155.0,0.0,65751042.0,9386.0,4752642.0
13:54:33,3203818.75,8566.25,0.0,123941018.0,309475826.0,183932085839.58334,98263441720.33333,470306784229.0,11164757998.75,16272967052.0,79287386895.0,350531242883.0,703297359.0,12045359488.0,8917364.0,110758.5,2356240.5,944335.375,730155.0,0.0,65751042.0,9386.0,4752642.0
14:04:34,3203818.75,8566.25,0.0,123941018.0,309475826.0,183932085839.58334,98263441720.33333,470306784229.0,11164757998.75,16272967052.0,79287386895.0,350531242883.0,703297359.0,12045359488.0,8917364.0,110758.5,2356240.5,944335.375,730155.0,0.0,65751042.0,9386.0,4752642.0
14:14:34,3203818.75,8566.25,0.0,123941018.0,309475826.0,183932085839.58334,98263441720.33333,470306784229.0,11164757998.75,16272967052.0,79287386895.0,350531242883.0,703297359.0,12045359488.0,8917364.0,110758.5,2356240.5,944335.375,730155.0,0.0,65751042.0,9386.0,4752642.0
14:24:34,3203818.75,8566.25,0.0,123941018.0,309475826.0,183932085839.58334,98263441720.33333,470306784229.0,11164757998.75,16272967052.0,79287386895.0,350531242883.0,703297359.0,12045359488.0,8917364.0,110758.5,2356240.5,944335.375,730155.0,0.0,65751042.0,9386.0,4752642.0
13:14:33,3563766.75,17137.375,0.0,124368955.0,310542126.0,385371185842.2083,203915436791.625,945150388394.5,23319939123.125,19490467770.5,167368536680.5,736347393282.0,736564417.5,12015470976.0,9016306.666666666,110804.5,2372241.0,944335.65625,765686.0,0.0,65751042.0,9461.0,5169963.0
13:24:33,3563766.75,17137.375,0.0,124368955.0,310542126.0,385371185842.2083,203915436791.625,945150388394.5,23319939123.125,19490467770.5,167368536680.5,736347393282.0,736564417.5,12015470976.0,9016306.666666666,110804.5,2372241.0,944335.65625,765686.0,0.0,65751042.0,9461.0,5169963.0
13:34:33,3563766.75,17137.375,0.0,124368955.0,310542126.0,385371185842.2083,203915436791.625,945150388394.5,23319939123.125,19490467770.5,167368536680.5,736347393282.0,736564417.5,12015470976.0,9016306.666666666,110804.5,2372241.0,944335.65625,765686.0,0.0,65751042.0,9461.0,5169963.0
13:44:33,3563766.75,17137.375,0.0,124368955.0,310542126.0,385371185842.2083,203915436791.625,945150388394.5,23319939123.125,19490467770.5,167368536680.5,736347393282.0,736564417.5,12015470976.0,9016306.666666666,110804.5,2372241.0,944335.65625,765686.0,0.0,65751042.0,9461.0,5169963.0
13:54:33,3563766.75,17137.375,0.0,124368955.0,310542126.0,385371185842.2083,203915436791.625,945150388394.5,23319939123.125,19490467770.5,167368536680.5,736347393282.0,736564417.5,12015470976.0,9016306.666666666,110804.5,2372241.0,944335.65625,765686.0,0.0,65751042.0,9461.0,5169963.0
14:04:34,3563766.75,17137.375,0.0,124368955.0,310542126.0,385371185842.2083,203915436791.625,945150388394.5,23319939123.125,19490467770.5,167368536680.5,736347393282.0,736564417.5,12015470976.0,9016306.666666666,110804.5,2372241.0,944335.65625,765686.0,0.0,65751042.0,9461.0,5169963.0
14:14:34,3563766.75,17137.375,0.0,124368955.0,310542126.0,385371185842.2083,203915436791.625,945150388394.5,23319939123.125,19490467770.5,167368536680.5,736347393282.0,736564417.5,12015470976.0,9016306.666666666,110804.5,2372241.0,944335.65625,765686.0,0.0,65751042.0,9461.0,5169963.0
14:24:34,3563766.75,17137.375,0.0,124368955.0,310542126.0,385371185842.2083,203915436791.625,945150388394.5,23319939123.125,19490467770.5,167368536680.5,736347393282.0,736564417.5,12015470976.0,9016306.666666666,110804.5,2372241.0,944335.65625,765686.0,0.0,65751042.0,9461.0,5169963.0
13:14:33,3723743.5,25708.666666666668,0.0,124797072.0,311608842.0,586034380418.2084,306128999859.125,1419986851084.5,35419068227.75,22719484866.0,254750782671.75,1117319316653.0,1441818605.5,11985571328.0,9112182.666666666,110804.5,2387357.5,944335.65625,801661.0,0.0,65751042.0,9461.0,5376465.0
13:24:33,3723743.5,25708.666666666668,0.0,124797072.0,311608842.0,586034380418.2084,306128999859.125,1419986851084.5,35419068227.75,22719484866.0,254750782671.75,1117319316653.0,1441818605.5,11985571328.0,9112182.666666666,110804.5,2387357.5,944335.65625,801661.0,0.0,65751042.0,9461.0,5376465.0
13:34:33,3723743.5,25708.666666666668,0.0,124797072.0,311608842.0,586034380418.2084,306128999859.125,1419986851084.5,35419068227.75,22719484866.0,254750782671.75,1117319316653.0,1441818605.5,11985571328.0,9112182.666666666,110804.5,2387357.5,944335.65625,801661.0,0.0,65751042.0,9461.0,5376465.0
13:44:33,3723743.5,25708.666666666668,0.0,124797072.0,311608842.0,586034380418.2084,306128999859.125,1419986851084.5,35419068227.75,22719484866.0,254750782671.75,1117319316653.0,1441818605.5,11985571328.0,9112182.666666666,110804.5,2387357.5,944335.65625,801661.0,0.0,65751042.0,9461.0,5376465.0
13:54:33,3723743.5,25708.666666666668,0.0,124797072.0,311608842.0,586034380418.2084,306128999859.125,1419986851084.5,35419068227.75,22719484866.0,254750782671.75,1117319316653.0,1441818605.5,11985571328.0,9112182.666666666,110804.5,2387357.5,944335.65625,801661.0,0.0,65751042.0,9461.0,5376465.0
14:04:34,3723743.5,25708.666666666668,0.0,124797072.0,311608842.0,586034380418.2084,306128999859.125,1419986851084.5,35419068227.75,22719484866.0,254750782671.75,1117319316653.0,1441818605.5,11985571328.0,9112182.666666666,110804.5,2387357.5,944335.65625,801661.0,0.0,65751042.0,9461.0,5376465.0
14:14:34,3723743.5,25708.666666666668,0.0,124797072.0,311608842.0,586034380418.2084,306128999859.125,1419986851084.5,35419068227.75,22719484866.0,254750782671.75,1117319316653.0,1441818605.5,11985571328.0,9112182.666666666,110804.5,2387357.5,944335.65625,801661.0,0.0,65751042.0,9461.0,5376465.0
14:24:34,3723743.5,25708.666666666668,0.0,124797072.0,311608842.0,586034380418.2084,306128999859.125,1419986851084.5,35419068227.75,22719484866.0,254750782671.75,1117319316653.0,1441818605.5,11985571328.0,9112182.666666666,110804.5,2387357.5,944335.65625,801661.0,0.0,65751042.0,9461.0,5376465.0
