Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
21:04:55,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8577758464.0,0.0,0.0,0.0,1161235.867,420.714,0.0,0.5,7935.667,0.0
21:14:56,6190493.818,8570.857,0.0,43378652253.5,108379757550.0,261722750469.091,27456186356.25,395308405155.75,4639732125.2,83077862752.667,11774707388.0,111598876303.25,29631585.667,8668511744.0,7254.174,0.0,166036.0,1161235.867,70539.429,0.0,66023426.5,10328.333,7100564.0
21:24:56,6974964.636,17142.714,0.0,87402723602.3,218372066063.5,526527546613.818,55456122303.25,778715672634.5,9363080724.8,168926252367.0,23718600512.75,225345654471.75,1403720603.667,8671463168.0,12887.043,0.0,185673.667,1161235.867,100215.286,0.0,66023426.5,10309.0,8354554.238
21:34:56,7987715.818,25714.286,0.0,132751961221.7,331675242558.25,791737814028.909,84728252969.75,1162388435011.0,14228602465.6,254216299672.667,36031653751.25,343744800807.5,1433612496.667,8674258944.0,19087.043,0.0,205250.0,1161235.867,130609.571,0.0,66023426.5,10281.667,9883091.0
21:44:56,8880949.818,34286.429,0.0,178400033163.3,445725031129.75,1057050146583.727,114425189862.25,1546149822669.0,19133435111.2,339943276629.333,48457112240.75,463668116959.75,1463530980.667,8675200512.0,24804.522,0.0,220856.333,1161235.867,168253.714,0.0,66023426.5,10377.667,11278549.429
21:54:56,9455334.636,42858.286,0.0,225230728945.9,562729568263.25,1322465671015.091,144755591637.5,1930149087118.25,24155548142.6,425489483279.833,61164282271.5,586257034538.25,1493502647.333,8681761792.0,30090.13,0.0,251225.0,1161235.867,197371.286,0.0,66023426.5,10345.667,12225698.095
22:04:56,9516427.364,51430.571,0.0,272131821097.9,679909986971.25,1587824066145.182,174882501856.5,2314179775202.5,29187181091.8,511410485054.5,73898761684.0,708938489624.25,2867749222.667,8682851072.0,35612.435,0.0,277310.0,1161235.867,226519.429,0.0,66023426.5,10345.667,12346806.381
22:14:56,10058325.636,60002.571,0.0,318831279314.7,796586623456.0,1853171358197.182,204887411857.25,2698151701577.0,34198924695.2,596586209114.0,86585941300.0,831106854399.0,2897716113.0,8680491776.0,40939.13,0.0,305507.333,1161235.867,258712.857,0.0,66023426.5,10494.0,12959470.81
22:24:56,10115330.273,68574.429,0.0,365026026715.1,912002235442.25,2118620354517.182,234569493921.75,3082024663757.25,39156067856.4,681753283648.167,99156512017.25,952242450005.0,2927665997.333,8681441280.0,46487.87,0.0,330150.333,1161235.867,292905.286,0.0,66023426.5,10430.0,13082269.81
22:34:57,10197291.091,77146.286,0.0,410575569568.3,1025805823108.0,2383964819732.091,263849420963.75,3465755605556.5,44042601965.6,767271661255.333,111553812027.0,1071809439660.75,4301867914.667,8682446848.0,52753.304,0.0,354016.0,1161235.867,327965.857,0.0,66023426.5,10462.0,13208127.286
22:44:57,10259513.182,85718.286,0.0,455051588147.7,1136927449798.25,2649113971104.909,292415126067.25,3849271165019.0,48802450941.2,853089666020.167,123640778012.25,1187905643100.0,4331736698.0,8684329216.0,57870.957,0.0,380964.333,1161235.867,356932.0,0.0,66023426.5,10430.0,13312946.905
22:54:57,10867042.636,94289.571,0.0,498624948194.9,1245793425458.0,2913982042649.091,320424937012.75,4232572214258.75,53465792840.8,938990957804.333,135505366314.0,1302085748403.5,4361558232.333,8685344512.0,63192.696,0.0,407587.0,1161235.867,399309.143,0.0,66023426.5,10446.0,14209302.143
23:04:57,11730117.182,102861.571,0.0,542003669308.5,1354173298441.5,3178911437242.182,348161768983.5,4615859878639.25,58107568192.2,1024289128454.667,147313792897.5,1415574718911.75,4391362707.333,8683298048.0,68934.217,0.0,434039.667,1161235.867,427316.857,0.0,66023426.5,10445.667,15537357.476
