Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
13:53:08,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8576535808.0,0.0,0.0,0.0,1125643.2,882.143,0.0,0.5,8584.667,0.0
14:03:08,71846926.0,8570.429,0.0,423355.5,1054818.25,319249614299.364,59548910103.25,424656750605.25,3009944008.0,40324739958.833,25026864022.75,174061530339.0,1372774346.0,8706306816.0,41610.087,0.0,2978706.0,1125643.2,575711.0,0.0,0.5,9271.0,78298077.571
14:13:08,155800107.818,17141.429,0.0,835022.3,2080589.5,625435044675.364,114268612667.0,858326655550.0,4822199138.8,73140564404.833,48675163883.25,321845181770.0,1400734465.667,8610198528.0,78086.0,157.5,5867367.333,1125643.2,1172545.143,0.0,0.5,9216.333,169796359.857
14:23:08,185965072.818,25712.714,0.0,1241571.5,3093663.0,927156619199.818,223413358987.25,1268915401239.75,21219992705.2,155241490399.833,119731473525.5,658201827423.75,1433457458.0,9931711232.0,121781.957,158.398,26212999.667,1125643.2,1488760.429,0.0,0.5,9169.0,219459261.19
14:33:08,242734382.909,34284.286,0.0,1650885.5,4113619.0,1206907973059.818,349068742353.75,1708053585506.5,36881395360.6,238304842655.0,211583521681.75,1056485131167.75,2811240809.667,10295689216.0,162947.391,270.019,26378167.333,1125643.2,1837797.571,0.0,0.5,9232.333,280332567.381
14:43:08,274961992.273,42855.714,0.0,2063646.1,5142073.5,1476938810847.0,496179129526.75,2150548400069.5,55997561570.4,327486408440.5,323599688415.25,1491980669733.5,4190150297.667,10295751680.0,203727.696,270.019,28433448.0,1125643.2,2149505.143,0.0,0.5,9200.333,315942717.0
14:53:08,328010697.909,51427.571,0.0,2470605.9,6156167.0,1749824913785.546,635331754265.25,2591773394494.0,72948667395.6,408245368756.167,426432291373.0,1878250980767.5,4223859783.667,10296059904.0,244367.957,312.301,30435302.0,1125643.2,2501841.286,0.0,0.5,9179.667,373300145.571
15:03:08,346272941.909,59999.143,0.0,2880136.7,7176642.75,2009230529425.727,808311792084.0,3042334622355.0,92401240733.6,494462414865.667,552015712355.75,2313666915802.25,4258568060.667,10296138240.0,288500.957,312.301,32896713.0,1125643.2,2816274.714,0.0,0.5,9196.667,394569222.524
15:13:09,346353414.727,68570.714,0.0,3294660.5,8209456.0,2265513495138.364,990530632583.25,3493485633691.25,112590635053.4,588721962569.333,684910479868.75,2784030923567.5,4293805704.667,10296206080.0,324250.13,312.301,32927429.333,1125643.2,3099884.286,0.0,0.5,9196.667,394692938.238
15:23:09,375225987.273,77142.143,0.0,3700071.5,9219717.0,2546300170013.454,1118754003666.5,3927654782568.75,126399999449.2,669224841962.667,778297170298.75,3160563638615.75,5671294065.0,10295966464.0,370276.565,354.738,35561344.667,1125643.2,3452021.429,0.0,0.5,9130.0,427248353.952
15:33:09,393683358.364,85713.714,0.0,4109489.1,10239919.5,2806884510215.546,1285286844511.0,4376050648772.0,145487317682.8,757865029050.333,900099006315.5,3601708043405.5,5706041938.0,10296005120.0,424537.435,354.738,37831785.0,1125643.2,3764639.0,0.0,0.5,9186.667,448531856.476
15:43:09,422428885.273,94285.571,0.0,4519327.8,11261143.0,3078501370929.182,1430338298196.75,4818557797751.25,162608138281.4,838627565922.833,1004784365919.75,3990427129148.25,5739892529.333,10296199424.0,467839.435,358.243,40082546.667,1125643.2,4113241.286,0.0,0.5,9172.333,480682389.857
15:53:09,440713427.091,102857.143,0.0,4926372.8,12275464.0,3345059710827.818,1571044971427.75,5264139022464.5,183133470702.8,927771692898.167,1116098177906.75,4431397490267.5,8463236936.333,10296263936.0,518073.174,358.243,41981407.333,1125643.2,4427952.714,0.0,0.5,9168.0,501526750.286
16:03:09,446275965.0,111428.429,0.0,5345605.6,13320129.0,3614376831105.818,1706880549039.75,5708734619397.75,202876842509.6,1016408103522.0,1224198274730.75,4865779777959.75,8497896052.667,10296443136.0,573296.783,358.243,43643326.333,1125643.2,4746859.714,0.0,0.5,9234.0,508853871.0
16:13:09,469884289.182,119999.857,0.0,5749663.4,14327074.75,3887059525975.454,1846447352545.0,6151970398746.75,221834903044.6,1104546167853.167,1330385017774.75,5300441899297.0,8532405848.667,10296842752.0,749714.217,362.592,44596186.333,1125643.2,5066518.714,0.0,0.5,9343.333,534510188.714
