Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:04:13,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8574940928.0,0.0,0.0,0.0,139.714,0.0,0.5,6072.667,0.0
07:14:13,2296236.273,8586.286,140889819.471,239588916.4,598803726.75,301899935197.182,11458582306.75,409929011293.0,244163097.6,62282029582.5,733981807.75,54429244184.25,27273251.0,11099276288.0,910858.522,0.0,840384.667,52489.857,0.0,66011138.5,8247.333,4384141.762
07:24:13,2540190.909,17158.143,334943262.176,569574007.0,1423547260.0,613402022796.091,20314033971.0,835314613362.0,258388195.4,68492527745.333,775888408.75,105321884475.0,1399031715.667,11529966592.0,948275.913,0.0,1148392.333,85871.429,0.0,66011138.5,8343.0,4700767.381
07:34:13,2953576.455,25730.0,434399214.059,738699963.6,1846245997.25,925778257665.909,29127600710.25,1259600234998.25,262851847.4,73780115023.833,813809938.5,156249340375.5,1426540600.333,11751000576.0,990611.174,0.0,1308301.333,115258.143,0.0,66011138.5,8359.333,5220654.238
07:44:13,3025479.182,34301.143,924175912.588,1571545180.8,3927823211.5,1237035359522.546,38188427258.25,1686976309951.25,264072425.2,80294565118.333,870070713.0,207229604888.0,2798389369.333,12838901760.0,1027534.522,0.0,2070735.0,150281.429,0.0,66011138.5,8375.333,5434781.905
07:54:13,3172227.091,42872.571,1013549599.471,2133350875.2,5331970800.75,1537674792389.727,48576267182.0,2112546734031.5,408357977.4,85902330346.167,1453255435.5,257736305695.25,2826092462.667,13059740928.0,1074753.957,41.612,2477630.333,184062.0,0.0,66011138.5,8362.333,6099526.143
08:04:13,3259025.455,51443.857,1014060373.882,2519477424.8,6297034377.5,1842376021600.091,59119818571.0,2537403237075.0,409879815.2,93719928312.167,1491449378.5,307965858810.0,4197902209.667,13563284992.0,1114678.087,41.612,2838955.0,216099.857,0.0,66011138.5,8346.333,6262661.381
08:14:13,3336510.182,60015.143,1014443732.765,2746239779.2,6863788687.5,2147181956690.818,69692674540.25,2959550965493.0,411130713.8,99695412991.167,1523375751.75,358034250453.75,4225360612.0,12784497408.0,1164664.652,41.612,3058196.333,246693.571,0.0,66011138.5,8362.333,6506050.19
08:24:13,3415111.0,68586.714,1014865217.0,2992673590.4,7479708579.0,2452042820967.818,80441497065.75,3384322396707.75,412231966.8,107255754566.667,1555916841.25,408260901340.75,4252888252.333,13105682176.0,1201720.087,41.612,3300443.667,277506.571,0.0,66011138.5,8346.333,6644413.19
08:34:13,3597250.364,77158.0,1015406801.235,3409527162.6,8521569770.25,2756743675399.636,91105196122.25,3808874900478.0,413896782.2,115457006712.0,1597974857.25,458474099619.0,5624730837.0,13648290304.0,1243554.826,41.612,3703425.333,311063.0,0.0,66011138.5,8384.333,6956474.286
08:44:13,3668030.909,85729.143,1015946081.412,3823654979.8,9556618371.25,3061459464162.546,101836037901.0,4231936026743.25,416980692.8,123698142189.167,1647943806.75,508626535979.75,5652285702.667,13722201088.0,1284039.957,41.612,4035331.0,344994.429,0.0,66011138.5,8384.333,7183376.429
08:54:14,3754828.091,94300.286,1017523275.588,4553867954.0,11381609990.75,3366414339861.909,112648869505.25,4656058054814.0,425525178.6,131059465467.333,1746338461.25,558943713921.5,5679850183.667,12257721344.0,1379161.217,4597.393,4606815.833,381105.714,0.0,66011138.5,8475.0,7675761.143
