Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
05:34:18,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8577148928.0,0.0,0.0,0.0,390.0,0.0,0.5,6517.667,0.0
05:44:18,6295684.0,8569.571,0.0,8378536142.2,20930099600.5,230856559423.364,160530812882.25,462286827778.25,24472424780.4,42148593053.167,51600768176.25,424157547155.25,1377366028.0,8904951552.0,43130.435,0.0,2155621.667,2280784.0,134217728.5,65800194.5,8767.333,8441148.619
05:54:18,6383226.091,17135.714,0.0,33855510684.1,84577078179.0,467881039990.454,295529972679.0,924607550899.25,44545452621.2,78003070996.5,98117954810.25,811069337750.75,1409878649.333,8925768960.0,81616.217,0.0,10183234.333,11254414.286,134217728.5,65800194.5,8847.0,15108061.429
06:04:18,6661433.273,25697.571,0.0,57781478892.5,144349989868.5,702115135295.909,430070017680.25,1386344612920.0,64526697454.2,110923955311.5,142849861586.5,1190991392925.0,1442210603.0,11312021504.0,125995.0,0.0,18075452.0,17870483.714,134217728.5,65800194.5,8899.667,21267727.476
06:14:18,6786963.364,34252.143,0.0,84365947249.0,210763392780.5,942440238440.273,557341358693.5,1847581479589.5,83345631999.6,146676746508.0,186951048617.25,1560150834877.5,1473961640.0,11409192192.0,173027.565,0.0,25787033.333,26797986.429,134217728.5,65800194.5,8886.667,27582020.381
06:24:19,6887169.727,42821.429,0.0,104759132550.4,261699108875.0,1182810567297.727,697988521519.0,2308525813012.75,104646785044.0,183942894024.833,236516025929.5,1958393670798.5,2851026905.0,8947797504.0,203734.043,0.0,31685616.667,35762652.0,134217728.5,65800194.5,8865.0,33372569.095
06:34:19,7083817.455,51383.429,0.0,131851398504.7,329375242083.75,1422323433730.818,819445608451.75,2769498487691.75,122232627442.0,218702979369.167,278335016105.0,2316059815786.25,2882886076.0,8953028352.0,250675.261,0.0,39753889.0,45227542.571,134217728.5,65800194.5,8846.333,40210471.476
06:44:19,7175823.364,59947.0,0.0,158001520995.3,394702835208.25,1660071285477.364,949981856979.25,3230424463865.75,141507090372.8,255633203064.833,322967592673.0,2691281965625.0,2914872739.0,8958498816.0,289354.043,0.0,47660446.667,53718741.143,134217728.5,65800194.5,8862.333,46814575.714
06:54:19,7238779.727,68498.571,0.0,187034438066.2,467235925018.5,1893935985789.909,1069379123596.0,3692511924188.5,158886759372.0,292440764705.333,365139079198.0,3044241353528.25,4290736791.667,10248496896.0,328099.391,0.0,56826456.333,62186403.857,134217728.5,65800194.5,8887.0,53687074.381
07:04:19,7369156.091,77060.714,0.0,215512382275.1,538381316449.75,2133828553728.364,1198256605786.5,4154704364335.0,178126895988.4,325135601335.667,409361830495.0,3416373332082.0,5666954661.333,11400610048.0,366967.304,0.0,65642964.667,71652988.857,134217728.5,65800194.5,8875.667,60734940.19
