Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:04:20,14431156.909,256410.714,1074619049.647,3225504148.9,8060597549.75,2992324206917.546,2233093301012.0,12334376278773.75,484907828654.2,3104538741493.0,1629169653268.75,6193912149171.0,10069285895.0,10173829376.0,1562118.261,1.7909460265739466e+17,113399088.667,47469843.857,0.0,0.5,26687.0,2917893848.238
00:14:20,14562276.455,264953.429,1076904204.471,3342616275.7,8353264008.0,3090899771713.273,2300570998764.75,12739362716588.75,501899023264.4,3207088982462.166,1680878734173.5,6397534899962.75,10091497078.333,10194183424.0,1616709.043,1.7909460265739466e+17,118767020.667,49051381.714,0.0,0.5,27388.667,3014518961.143
00:24:20,14656895.0,273496.857,1078733646.765,3430807772.5,8573654644.25,3189286826110.273,2363940318796.5,13149057876589.5,520134176562.2,3302524007827.166,1730912233914.25,6609731812005.5,10114444731.333,10228809984.0,1659649.826,1.7909460265739466e+17,120664453.0,50679338.857,0.0,0.5,27918.333,3114450026.0
00:34:20,14732151.182,282043.429,1081063273.294,3548060215.9,8866671101.5,3283467505490.546,2424973445031.25,13548692625858.5,537654085699.6,3406726214267.834,1777027836178.75,6806120517839.75,10136484478.667,10323483904.0,1712738.348,1.7909460265739466e+17,124187480.0,52193821.571,0.0,0.5,28539.667,3206972992.476
00:44:20,15503651.182,290589.571,1083027179.941,3654194904.3,9131904691.75,3385207164951.818,2511437993473.5,13972295793354.25,552939266803.8,3509514262220.0,1837189816638.5,7018850797136.75,10159235582.0,10265978624.0,1757880.609,1.7909460265739466e+17,127985166.0,53830077.429,0.0,0.5,29179.667,3307011354.524
00:54:20,16146235.091,299134.571,1085193215.176,3753405822.5,9379831855.0,3483276009557.0,2569019421865.75,14383673439054.0,572105116324.8,3603334528470.666,1885538072012.25,7231022966167.75,11525503990.0,10313422080.0,1795250.957,1.7909460265739466e+17,130743356.667,55462567.857,0.0,0.5,29835.0,3407942128.571
01:04:20,16997454.909,307683.143,1087522500.0,3870651659.7,9672831851.75,3573037215334.909,2634445347942.25,14778850988947.0,587204849589.0,3715960913666.166,1933984878370.0,7419596214486.5,12890500565.333,10470123520.0,1833738.522,1.7909460265739466e+17,134023283.667,56898301.714,0.0,0.5,30504.333,3496548015.095
01:14:20,17828542.455,316226.857,1089306926.941,3958700874.7,9892867753.25,3676996991073.546,2701445406694.0,15199039362210.0,605770436017.4,3806036609774.666,1985608127506.0,7638897572234.25,12913317164.667,10464094208.0,1880702.609,1.7909460265739466e+17,136523430.0,58590333.429,0.0,0.5,31050.333,3601555055.0
01:24:20,18617541.818,324774.0,1091636607.647,4075947465.1,10185869733.25,3771787275781.454,2769487200678.0,15605126468540.75,622042896032.6,3910364843028.334,2037614065064.5,7842153632742.75,12935913759.333,10486686720.0,1926040.87,1.7909460265739466e+17,139697794.667,60158134.571,0.0,0.5,31703.667,3698241050.762
01:34:20,19309279.364,333316.714,1093973970.176,4193217878.5,10478930555.75,3865053102482.546,2834595758599.0,16010339722797.0,638642667917.4,4015932045517.834,2089425490288.5,8046378892953.25,12958120794.0,10500066304.0,1969908.565,1.7909460265739466e+17,143310382.667,61732926.571,0.0,0.5,32357.0,3794710671.524
