Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
04:29:45,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8578862848.0,0.0,0.0,0.0,1230825.067,193.714,0.0,0.5,10640.333,0.0
04:39:45,3686060.818,8571.286,0.0,4843245.1,12092608.0,1196430030.273,78262005.0,183034988911.75,4725549.0,251334171128.667,78017988.0,368333955.75,6661278.0,8619447808.0,1241828.739,0.0,106258.333,1230825.067,71341.143,0.0,0.5,12815.667,4104483.857
04:49:45,3757220.182,17141.571,0.0,28857876.7,72107950.5,33623295759.909,887339030.25,395898787216.75,10399110.4,477794745964.667,102918000.0,6082161683.25,1360427213.0,8740282368.0,1282296.609,0.0,141120.333,1280274.667,98265.286,0.0,0.5,12863.667,4294492.19
04:59:45,4034686.818,25714.0,0.0,52906273.7,132206900.25,36392471696.818,961416576.25,582572801956.0,27962900.2,726817916395.167,147131549.75,6774849237.75,1367455614.0,8789304576.0,1341959.0,0.0,191556.333,1295048.8,125353.143,0.0,0.5,12909.0,4670771.0
05:09:45,4117013.0,34285.571,0.0,53344156.9,133297370.5,36425610420.182,968844721.25,764551292338.0,41733455.2,979295140759.667,155561033.0,6863593424.25,1374053042.667,8784104704.0,1409472.913,0.0,205715.0,1295048.8,152408.143,0.0,0.5,12941.0,4796386.524
05:19:45,4349053.182,42856.429,0.0,100956116.3,252288508.75,71020833944.818,1515724785.5,1032406247723.75,66942898.0,1153402019717.5,225786368.0,13533098564.0,1384639712.667,8787510272.0,1470984.565,0.0,247796.0,1296905.867,179589.0,0.0,0.5,12905.333,5131902.667
05:26:54,4572530.455,51427.143,0.0,132868741.5,332042350.75,105539029356.273,1977628433.75,1256159567262.0,88849885.2,1366468551949.5,269495585.0,17994021517.5,1393384980.667,8764301568.0,1516359.652,0.0,296338.667,1293163.2,207029.286,0.0,0.5,12895.333,5473739.143
05:36:56,4622458.091,57558.429,0.0,133179335.5,332815849.0,281474975984621.1,281474976710925.25,281474976119710.25,225179981368534.2,95332433115200.98,211106232532800.75,17592186043038.75,1398104367.0,8758405376.0,1550111.304,0.0,305318.667,1293163.2,226052.714,0.0,0.5,12886.333,5565571.762
05:46:57,4701810.182,66156.429,0.0,164125215.5,410152962.0,281476083676311.2,281475098970755.0,281701943609516.75,225179999018565.8,95545384557811.5,211106271263818.5,17595857577613.5,1406334412.0,8705390848.0,1601494.826,0.0,333691.667,1286954.933,253550.571,0.0,0.5,12870.333,5748656.429
05:56:57,4785258.727,74728.286,0.0,191114441.5,477602207.25,281508489244149.56,281475444334192.5,281965514154747.0,225180020528108.8,95723208311476.17,211106324766524.0,17602790921768.75,1416559704.0,8798984192.0,1652979.0,0.0,367499.333,1298285.867,280102.143,0.0,0.5,12918.333,5926282.714
06:06:57,4852324.818,83298.571,0.0,197446626.3,493424231.75,281508710020672.6,281475474370683.75,282186950118656.25,225180034978897.4,95961849668738.67,211106337653895.5,17604165821274.5,1424024728.0,8782808320.0,1696601.522,0.0,385193.0,1298285.867,305909.143,0.0,0.5,12870.333,6056821.81
06:16:57,4919018.364,91868.429,0.0,245112026.7,612547846.0,281508870458363.4,281475851941985.25,282492359781032.75,225180058867188.4,96124629431326.83,211106397571056.5,17612334825131.25,2779530478.0,8782390528.0,1743135.304,0.0,425699.333,1298578.933,331953.429,0.0,0.5,12886.333,6276610.238
06:26:57,5051262.545,100439.571,0.0,245541225.9,613616888.0,281508929482192.4,281475858727770.25,282672972148762.0,225180061741471.0,96376835144028.0,211106404171975.0,17612415618592.25,2786123166.333,8782314752.0,1792685.435,0.0,446531.0,1298578.933,358938.286,0.0,0.5,12902.333,6450247.19
06:36:59,5114225.091,109009.857,0.0,283346146.5,708097391.25,281509066328412.44,281476237033482.0,282938468509966.75,225180070167836.0,96574317782449.33,211106459644386.5,17618188604096.75,2796253547.667,8777737728.0,1831800.783,0.0,480895.333,1297177.6,385166.429,0.0,0.5,12870.333,6644354.143
