Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
05:56:16,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8571396096.0,0.0,0.0,0.0,1171445.467,246.714,0.0,0.5,6411.667,0.0
06:06:16,8321196.364,8570.286,0.0,1300705728.3,3250811675.75,309612651465.0,105286976256.75,394185237994.75,2747926263.0,75672380124.0,14375273093.25,295897191794.75,28829347.667,8762466304.0,55846.174,2515.748,215025.0,1171445.467,270458.286,0.0,0.5,7440.667,10098322.048
06:16:16,8715264.636,17142.143,0.0,2616593290.3,6539552681.25,613980429795.636,209521184863.5,785024843849.25,5555054728.6,155563399716.833,26215593838.25,590884172251.25,1401945602.667,8701749248.0,100698.087,4881.194,390329.0,1171445.467,659562.143,0.0,0.5,7514.667,12052513.857
06:26:16,9298505.455,25713.714,0.0,3930421547.1,9823148605.75,924260383853.455,313847310203.25,1175800569905.75,8235879831.2,235427731404.5,37780820362.75,883563785486.25,1430861970.667,8767508992.0,160083.217,7976.233,601084.0,1171445.467,1026991.143,0.0,0.5,7516.0,14105762.952
06:36:16,9535030.727,34284.286,0.0,5233895034.9,13080886883.75,1231818836572.454,418191006476.5,1566153193837.25,10817332283.6,315808940640.333,47469310794.5,1176331826957.5,1459799206.0,8741121280.0,213791.217,10180.238,792274.667,1171445.467,1394334.286,0.0,0.5,7513.0,15709806.952
06:46:16,9926112.0,42855.714,0.0,6527625883.5,16314264595.0,1541345664833.727,522199324734.0,1957455154526.75,13606792164.4,395425949196.5,59470409089.25,1469895197447.25,1488695681.667,8773894144.0,269331.522,12408.131,978339.333,1171445.467,1772879.857,0.0,0.5,7531.667,17486507.81
06:56:16,10199151.545,51427.429,0.0,7803621201.7,19503311247.25,1848137024138.727,626467384739.25,2345308835710.0,16011985377.2,477325248915.0,71912486422.0,1763359507937.0,2862012279.333,8737140992.0,328466.435,14711.757,1155331.0,1171445.467,2146390.714,0.0,0.5,7499.667,19152489.857
07:06:17,10567906.273,59999.286,0.0,9086343602.3,22709270559.75,2154128092352.091,730244620486.25,2735394217441.75,18745255071.8,557438949876.833,82991191627.25,2055402956718.5,2890898978.333,8724289536.0,378917.609,16883.364,1326959.0,1171445.467,2501377.571,0.0,0.5,7571.0,20860611.952
07:16:17,10871114.182,68570.714,0.0,10381631991.7,25946437828.0,2460570490805.0,833658750732.25,3125431443623.5,21259688112.8,638151266204.167,96297692637.75,2349328771314.25,2919944793.0,8743833600.0,427890.0,19074.82,1504532.333,1171445.467,2879848.857,0.0,0.5,7556.667,22500543.048
07:26:18,11119942.636,77142.143,0.0,11622385623.3,29047403899.0,2766288500966.364,937634709717.75,3514811170236.25,23999208817.0,718626313670.833,105945904051.75,2641577294315.75,2948798905.667,8765986560.0,485311.87,21707.505,1687039.667,1171445.467,3209292.857,0.0,0.5,7557.333,24011623.381
07:36:18,11318493.0,85725.429,0.0,12906919218.1,32257775298.0,3073508816923.091,1042230707375.75,3905165716070.75,26407132451.4,800066104250.667,118602863525.75,2935658030751.0,4322166830.667,8765397504.0,542387.304,23881.233,1873585.667,1171445.467,3582768.286,0.0,0.5,7521.333,25613582.714
07:46:18,11542729.091,94297.571,0.0,14178744218.9,35436400501.75,3378731640023.909,1146243482085.0,4294705614164.25,29247668141.4,880878380653.0,130012320946.5,3229405614652.0,4351041775.667,8727043584.0,600334.304,25928.403,2029737.333,1171445.467,3934654.714,0.0,0.5,7554.333,27121729.333
07:56:18,11765860.636,102869.143,0.0,15470717973.7,38665382781.25,3686402763136.636,1250103775285.5,4684913839834.75,31875900527.0,960781829322.5,142374516473.5,3522385516166.25,4379992573.333,8747571456.0,658703.391,28082.15,2206410.333,1171445.467,4290556.571,0.0,0.5,7540.333,28663411.048
08:06:18,11985259.0,111440.286,0.0,16719974496.5,41787608846.25,3993285147063.546,1353776586914.75,5076774311594.75,35006771886.4,1038752250990.5,153227188483.75,3816425729157.0,5752959920.0,8740004096.0,699213.043,30123.786,2351926.0,1171445.467,4639127.143,0.0,0.5,7572.333,30151927.714
08:16:18,12216951.182,120012.429,0.0,17999805360.9,44986253265.0,4298963141199.454,1457681430176.5,5467939993916.0,37677693305.2,1117104852515.0,165252902989.25,4110640549032.75,5781916582.333,8773821952.0,739606.217,32325.607,2540600.0,1171445.467,5020410.143,0.0,0.5,7555.333,31807162.571
08:26:18,12508608.909,128583.286,0.0,19273545433.9,48169659308.75,4603263430832.818,1562633326034.5,5859705960454.25,40394946202.4,1196266106970.167,176758555520.25,4406788832669.25,7155076992.0,8752122368.0,797232.087,34981.51,2707137.0,1171445.467,5354076.857,0.0,0.5,7506.0,33346860.143
08:36:18,12767855.364,137154.429,0.0,20587238957.5,51452921270.0,4908637199192.546,1666321949884.75,6252832965335.75,42570991615.8,1274490672976.0,190065146767.5,4700093575499.75,7184266534.0,8785911040.0,854666.783,37209.408,2914293.0,1171445.467,5728090.429,0.0,0.5,7558.0,34982459.571
08:46:18,12988742.273,145725.857,0.0,21879115164.3,54681644009.75,5213549840791.272,1771074120606.25,6647161851924.0,44944381022.0,1351962712114.167,206240042297.25,4998017488865.25,8557642081.667,8741353984.0,909868.478,39421.607,3093940.333,1171445.467,6099043.286,0.0,0.5,7574.333,36601263.905
08:56:18,13255815.727,154297.286,0.0,23149964698.9,57857833701.75,5518520443555.818,1875866143531.25,7039438160087.0,47232002377.8,1429744251133.833,221557114655.5,5293857120433.5,8586820087.667,8800741376.0,962313.609,41527.995,3300411.667,1171445.467,6436886.0,0.0,0.5,7571.667,38106002.762
