Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
06:47:55,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8562098688.0,0.0,0.0,0.0,734.143,0.0,0.5,6045.0,0.0
06:57:55,7112960.545,8571.0,1308479.588,9866223.6,24649475.5,122766684940.364,68455708985.0,204790863438.25,13510769378.0,995547362.5,31169535117.0,215766252588.5,18968837.0,8682920960.0,49231.783,0.0,19348242.333,5068865.857,0.0,13.0,8773.667,36176528.476
07:07:55,7302590.0,17143.571,1492840.412,10659006.2,26625988.5,244637518993.909,140035749625.75,410616415036.25,27508242314.6,1458453833.333,63339112518.25,443043689634.0,38257845.333,8669534464.0,89087.217,0.0,39458031.667,10059065.857,0.0,13.0,8890.0,64326954.857
07:17:55,7566316.545,25715.857,1677619.941,11453902.2,28607649.5,366368486871.818,211619989133.0,616375549583.75,41513414992.0,1960670766.667,95457380341.0,669969051856.75,57554483.667,8671811840.0,125406.652,0.0,59575220.0,15054241.286,0.0,13.0,8895.333,92489839.476
07:27:55,7667650.455,34288.0,1894752.824,19110025.0,47735614.5,488596488788.0,280251527561.75,820779129193.25,54846450681.4,2577087454.167,126277035117.75,887506720911.75,1420777258.0,8677768704.0,167932.087,0.0,77873926.667,20085477.857,0.0,13.0,8847.333,118587676.619
07:37:55,10320355.182,42858.286,2331491.176,39959406.4,99829447.25,608212381705.455,340611990713.0,1021904918958.5,66462385538.8,3111547987.5,154504633116.0,1078503137857.75,1438903456.333,8835699712.0,217032.391,2998.888,90070287.667,25493419.714,0.0,13.0,8726.667,142861329.952
07:47:56,10468624.182,51430.429,2456150.765,40417200.8,100969438.0,732907120139.091,415571640697.75,1228513372224.75,81891776100.4,3116431612.5,191162502856.5,1301960491299.25,1458201965.0,8835382272.0,263395.435,2998.888,100239538.0,32503623.857,0.0,13.0,8854.333,179021740.095
07:57:56,10648549.636,60002.857,2582642.588,40882554.8,102128322.0,858199801217.818,487858333069.0,1433902340594.75,96537650709.4,3141487912.5,225944225141.25,1518981452912.5,2821519896.0,8844164608.0,295864.826,2998.888,113201616.0,39228512.571,0.0,13.0,8870.333,214884049.81
08:07:56,10759565.545,68575.143,2704710.588,41334255.8,103253573.0,979154782801.545,563715929078.75,1641942414384.0,111678051589.4,3148708000.0,259599368666.25,1758327646296.5,2841339513.333,8843129856.0,338732.261,2998.888,133791542.0,43695896.571,0.0,13.0,8902.333,244058757.905
08:17:56,11905934.273,77147.714,2828987.471,41794427.4,104399966.5,1100604138129.091,638067865376.0,1849192433682.0,126401140605.2,3164160041.667,292415680292.0,1993586303640.0,2861024675.667,8831240704.0,374462.217,2998.888,154364536.0,48303242.429,0.0,13.0,8918.333,273773199.667
